Project Name,Package Name,Architecture Smell,Cause of the Smell
sitewhere-2.0.0-cb30939,com.sitewhere.sources,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinaryInboundEventSource; InboundEventSource; StringInboundEventSource; DecodedDeviceRequest; DecodedInboundEventSource]; [DecodedInboundEventSource.NoOpDecoder]; [EventSourcesApplication]; [EventSourcesManager]; [InboundEventReceiver; PollingInboundEventReceiver]; [PollingInboundEventReceiver.Poller]; [EventsHelper; EventSourceTests; SocketTests]; [EventSourceTests.JmsTester]. LCC (Lack of Component Cohesion) = 0.53
sitewhere-2.0.0-cb30939,com.sitewhere.sources.decoder.coap,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.sources
sitewhere-2.0.0-cb30939,com.sitewhere.sources.decoder.composite,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinaryCompositeDeviceEventDecoder; BinaryDeviceContext; CompositeDeviceEventDecoder]; [BinaryMessageMetadata]; [DeviceTypeDecoderChoice]; [GroovyMessageMetadataExtractor]. LCC (Lack of Component Cohesion) = 0.67
sitewhere-2.0.0-cb30939,com.sitewhere.sources.decoder.json,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.sources
sitewhere-2.0.0-cb30939,com.sitewhere.sources.mqtt,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MqttCallbackInboundEventReceiver]; [MqttInboundEventReceiver]; [MqttInboundEventReceiver.MqttSubscriptionProcessor]; [MqttInboundEventReceiver.MqttPayloadProcessor]; [MqttInboundEventReceiver.SubscribersThreadFactory]; [MqttInboundEventReceiver.ProcessorsThreadFactory]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-2.0.0-cb30939,com.sitewhere.sources.socket,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinarySocketInboundEventReceiver; ReadAllInteractionHandler; SocketInboundEventReceiver]; [GroovySocketInteractionHandler]; [GroovySocketInteractionHandler.Factory]; [HttpInteractionHandler]; [HttpInteractionHandler.Factory]; [ReadAllInteractionHandler.Factory]; [SocketInboundEventReceiver.ServerProcessingThread]; [SocketInboundEventReceiver.RequestProcessingThread]. LCC (Lack of Component Cohesion) = 0.8
sitewhere-2.0.0-cb30939,com.sitewhere.sources.spi,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EventDecodeException; IDeviceEventDecoder; IInboundEventSource; ICompositeDeviceEventDecoder; IDecodedDeviceRequest; IDeviceEventDeduplicator; IDeviceEventEncoder; IEventSourcesManager; IInboundEventReceiver]; [ICompositeDeviceEventDecoder.IDecoderChoice]; [ICompositeDeviceEventDecoder.IMessageMetadata]; [ICompositeDeviceEventDecoder.IDeviceContext]; [ICompositeDeviceEventDecoder.IMessageMetadataExtractor]. LCC (Lack of Component Cohesion) = 0.38
sitewhere-2.0.0-cb30939,com.sitewhere.sources.websocket,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinaryWebSocketEventReceiver; WebSocketEventReceiver; BinaryWebSocketEventReceiver.BinaryWebSocketClient; StringWebSocketEventReceiver; StringWebSocketEventReceiver.StringWebSocketClient]; [WebSocketEventReceiver.WebSocketConfigurator]; [BinarySender; WebSocketConfiguration; StringSender]; [WebSocketServerTest]. LCC (Lack of Component Cohesion) = 0.4
sitewhere-2.0.0-cb30939,com.sitewhere.inbound.kafka,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DecodedEventsConsumer]; [EnrichedCommandInvocationsProducer]; [EnrichedEventsProducer]; [PersistedEventsConsumer]; [PersistedEventsConsumer.PersistedEventPayloadProcessor]; [PersistedEventsConsumer.PersistedEventProcessingThreadFactory]; [UnregisteredEventsProducer]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-2.0.0-cb30939,com.sitewhere.inbound.processing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AlertHandlerStreamObserver; InboundPayloadProcessingLogic; UnaryEventStorageStrategy]; [InboundPayloadProcessingLogic.InboundEventPayloadProcessor]; [InboundProcessingConfiguration]; [OutboundPayloadEnrichmentLogic]. LCC (Lack of Component Cohesion) = 0.67
sitewhere-2.0.0-cb30939,com.sitewhere.connectors.spi,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IDeviceEventFilter]; [IFilteredOutboundConnector; IOutboundConnector; ISerialOutboundConnector; IMulticastingOutboundConnector]; [IOutboundConnectorsManager]. LCC (Lack of Component Cohesion) = 0.5
sitewhere-2.0.0-cb30939,com.sitewhere.schedule,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.schedule; com.sitewhere.schedule.jobs
sitewhere-2.0.0-cb30939,com.sitewhere.schedule,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.schedule.jobs
sitewhere-2.0.0-cb30939,com.sitewhere.schedule,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultScheduleModelInitializer; ScheduleHelper]; [QuartzScheduleManager]; [ScheduleManagementApplication]; [ScheduleManagementDecorator; ScheduleManagementTriggers]; [BatchCommandInvocationJobParser]; [ScheduledJobHelper]. LCC (Lack of Component Cohesion) = 0.75
sitewhere-2.0.0-cb30939,com.sitewhere.schedule.jobs,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.schedule.jobs; com.sitewhere.schedule
sitewhere-2.0.0-cb30939,com.sitewhere.schedule.persistence.mongodb,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IScheduleManagementMongoClient; MongoScheduleManagement; ScheduleManagementMongoClient; MongoSchedule; MongoScheduledJob]; [MongoConverters]. LCC (Lack of Component Cohesion) = 0.33
sitewhere-2.0.0-cb30939,com.sitewhere.media.persistence.mongodb,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DeviceStreamManagementMongoClient; IDeviceStreamManagementMongoClient; MongoDeviceStreamDataManagement; MongoDeviceStreamManagement; MongoDeviceStream]; [MongoConverters]; [MongoDeviceStreamData]. LCC (Lack of Component Cohesion) = 0.43
sitewhere-2.0.0-cb30939,com.sitewhere.user.persistence.mongodb,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IUserManagementMongoClient; MongoUserManagement; UserManagementMongoClient; MongoGrantedAuthority; MongoUser]; [MongoConverters]. LCC (Lack of Component Cohesion) = 0.33
sitewhere-2.0.0-cb30939,com.sitewhere.web.filters,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FilterServletOutputStream]; [GenericResponseWrapper; JsonpFilter]; [MethodOverrideFilter]; [MethodOverrideFilter.HttpMethodRequestWrapper]; [NoCacheFilter]; [ResponseTimerFilter]. LCC (Lack of Component Cohesion) = 0.86
sitewhere-2.0.0-cb30939,com.sitewhere.web.rest.controllers,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Areas; Assignments; Customers]; [AreaTypes]; [Assets]; [AssetTypes]; [Authorities]; [BatchOperations]; [CommandInvocations]; [CustomerTypes]; [DeviceCommands]; [DeviceEvents]; [DeviceGroups]; [Devices]; [DeviceStates]; [DeviceStatuses]; [DeviceTypes]; [ExternalSearch]; [Instance]; [ScheduledJobs]; [Schedules]; [System]; [Tenants]; [Users]; [Zones]. LCC (Lack of Component Cohesion) = 0.92
sitewhere-2.0.0-cb30939,com.sitewhere.web.security,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthApiSecurity; SiteWhereAuthenticationProvider; WsApiSecurity; RestApiSecurity]; [SiteWhereHttpHeaders]; [SitewhereUserDetailsService]. LCC (Lack of Component Cohesion) = 0.5
sitewhere-2.0.0-cb30939,com.sitewhere.configuration.old,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IConfigurationParser]; [IConfigurationParser.Elements]; [IDeviceServicesParser]; [IDeviceServicesParser.Elements]; [IDeviceServicesParser.SymbolGenerators]; [IEventProcessingParser]; [IEventProcessingParser.Elements]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-2.0.0-cb30939,com.sitewhere.configuration.parser,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 63
sitewhere-2.0.0-cb30939,com.sitewhere.configuration.parser,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IAssetManagementParser]; [IAssetManagementParser.Elements]; [IBatchOperationsParser]; [IBatchOperationsParser.Elements]; [ICommandDeliveryParser]; [ICommandDeliveryParser.Elements]; [ICommandDeliveryParser.BinaryCommandEncoders]; [ICommandDeliveryParser.StringCommandEncoders]; [IConnectorCommonParser]; [IConnectorCommonParser.Solr]; [IConnectorCommonParser.SolrConnectorElements]; [IDatastoreCommonParser]; [IDatastoreCommonParser.Elements]; [IDatastoreCommonParser.DeviceManagementDatastoreElements]; [IDatastoreCommonParser.EventManagementDatastoreElements]; [IDeviceManagementParser]; [IDeviceManagementParser.Elements]; [IDeviceRegistrationParser]; [IDeviceRegistrationParser.Elements]; [IDeviceStateManagementParser]; [IDeviceStateManagementParser.Elements]; [IEventManagementParser]; [IEventManagementParser.Elements]; [IEventSearchParser]; [IEventSearchParser.Elements]; [IEventSearchParser.SearchProvidersElements]; [IEventSourcesParser]; [IEventSourcesParser.Elements]; [IEventSourcesParser.BinaryDecoders]; [IEventSourcesParser.StringDecoders]; [IEventSourcesParser.CoapDecoders]; [IEventSourcesParser.BinarySocketInteractionHandlers]; [IEventSourcesParser.CompositeDecoderMetadataExtractorElements]; [IEventSourcesParser.CompositeDecoderChoiceElements]; [IEventSourcesParser.Deduplicators]; [IInboundProcessingParser]; [IInstanceManagementParser]; [IInstanceManagementParser.TopLevelElements]; [IInstanceManagementParser.PersistenceConfigurationsElements]; [IInstanceManagementParser.MongoDbElements]; [IInstanceManagementParser.InfluxDbElements]; [IInstanceManagementParser.CassandraElements]; [IInstanceManagementParser.ConnectorConfigurationsElements]; [IInstanceManagementParser.SolrElements]; [ILabelGenerationParser]; [ILabelGenerationParser.Elements]; [ILabelGenerationParser.LabelGeneratorElements]; [IOutboundConnectorsParser]; [IOutboundConnectorsParser.Elements]; [IOutboundConnectorsParser.Filters]; [IOutboundConnectorsParser.Multicasters]; [IOutboundConnectorsParser.RouteBuilders]; [IPresenceManagementParser]; [IRuleProcessingParser]; [IRuleProcessingParser.Elements]; [IScheduleManagementParser]; [IScheduleManagementParser.Elements]; [IStreamingMediaParser]; [ITenantManagementParser]; [ITenantManagementParser.Elements]; [IUserManagementParser]; [IUserManagementParser.Elements]; [IWebRestParser]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-2.0.0-cb30939,com.sitewhere.device.marshaling,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AreaMarshalHelper; DeviceAssignmentMarshalHelper; DeviceMarshalHelper; DeviceStateMarshalHelper; DeviceTypeMarshalHelper; CustomerMarshalHelper; DeviceGroupElementMarshalHelper; DeviceGroupMarshalHelper]; [AreaTypeMarshalHelper]; [CommandHtmlHelper; DeviceCommandInvocationMarshalHelper]; [CustomerTypeMarshalHelper]. LCC (Lack of Component Cohesion) = 0.33
sitewhere-2.0.0-cb30939,com.sitewhere.rest.model.configuration,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AttributeChoice]; [AttributeGroup]; [AttributeNode; AttributeNode.Builder; XmlNode; ConfigurationNode; ElementNode; ElementNode.Builder]; [ConfigurationModel]; [ElementRole]. LCC (Lack of Component Cohesion) = 0.5
sitewhere-2.0.0-cb30939,com.sitewhere.rest.model.microservice.state,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InstanceMicroservice]; [InstanceTenantEngine]; [InstanceTopologyEntry]; [InstanceTopologySnapshot]; [LifecycleComponentState]; [MicroserviceDetails]; [MicroserviceState]; [TenantEngineState]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-2.0.0-cb30939,com.sitewhere.spi.microservice.configuration.model,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AttributeType; IAttributeNode; IXmlNode; NodeType; IElementNode]; [IAttributeChoice]; [IAttributeGroup]; [IConfigurationModel; IConfigurationModelProvider; IConfigurationRoleProvider; IConfigurationRole; IRoleKey]; [IElementRole]. LCC (Lack of Component Cohesion) = 0.38
sitewhere-2.0.0-cb30939,com.sitewhere.spi.microservice,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IFunctionIdentifier; MicroserviceIdentifier]; [IGlobalMicroservice]; [IMicroservice; IMicroserviceAnalytics; IMicroserviceClassification]; [IMicroserviceApplication]; [IMicroserviceManagement]; [RuntimeServiceNotAvailableException]; [ServiceNotAvailableException]. LCC (Lack of Component Cohesion) = 0.7
sitewhere-2.0.0-cb30939,com.sitewhere.spi.microservice.multitenant,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.spi.microservice.multitenant; com.sitewhere.spi.server.lifecycle
sitewhere-2.0.0-cb30939,com.sitewhere.spi.microservice.multitenant,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IDatasetTemplate; IMicroserviceTenantEngine; ITenantTemplate]; [IDatasetTemplate.Initializers]; [IMultitenantManagement]; [IMultitenantMicroservice; TenantEngineNotAvailableException]. LCC (Lack of Component Cohesion) = 0.57
sitewhere-2.0.0-cb30939,com.sitewhere.spi.microservice.scripting,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IScriptCloneRequest]; [IScriptCreateRequest; IScriptManagement; IScriptMetadata; IScriptVersion; IScriptManager]; [IScriptingProvider]; [IScriptSynchronizer]; [IScriptTemplate]; [IScriptTemplateManager]. LCC (Lack of Component Cohesion) = 0.6
sitewhere-2.0.0-cb30939,com.sitewhere.spi.microservice.spring,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AssetManagementBeans]; [BatchManagementBeans]; [CommandDestinationsBeans]; [DeviceManagementBeans]; [DeviceRegistrationBeans]; [DeviceStateManagementBeans]; [EventManagementBeans]; [EventSearchBeans]; [EventSourcesBeans]; [InboundProcessingBeans]; [InstanceManagementBeans]; [LabelGenerationBeans]; [OutboundConnectorsBeans]; [RuleProcessingBeans]; [ScheduleManagementBeans]; [TenantManagementBeans]; [UserManagementBeans]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-2.0.0-cb30939,com.sitewhere.spi.resource,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IMultiResourceCreateResponse; IResourceManager; ResourceCreateMode; IResource; ResourceType]; [IResourceCreateError; ResourceCreateFailReason]. LCC (Lack of Component Cohesion) = 0.29
sitewhere-2.0.0-cb30939,com.sitewhere.spi.server.lifecycle,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.spi.server.lifecycle; com.sitewhere.spi.microservice.multitenant
sitewhere-2.0.0-cb30939,com.sitewhere.spi.server.lifecycle,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.spi.microservice; com.sitewhere.spi.microservice.multitenant
sitewhere-2.0.0-cb30939,com.sitewhere.server.lifecycle,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ComponentOperationLifecycleStep; InitializeComponentLifecycleStep; StartComponentLifecycleStep; StopComponentLifecycleStep; TerminateComponentLifecycleStep]; [CompositeLifecycleStep; TracerUtils; LifecycleProgressMonitor]; [LifecycleComponent; LifecycleComponentLogger; TenantEngineLifecycleComponent]; [LifecycleComponentDecorator; TenantEngineLifecycleComponentDecorator]; [LifecycleProgressContext]; [SimpleLifecycleStep]. LCC (Lack of Component Cohesion) = 0.4
sitewhere-2.0.0-cb30939,com.sitewhere.grpc.client,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApiChannel; ApiChannelNotAvailableException; MultitenantApiChannel]; [ApiDemux; GrpcClientMessages; MultitenantApiDemux; ApiDemux.ApiChannelInitializer]; [ApiDemux.DiscoveryMonitor]; [ApiDemux.ApiChannelShutdown]; [GrpcChannel; JwtClientInterceptor; MultitenantGrpcChannel; TenantTokenClientInterceptor]; [GrpcChannel.GrpcClientThreadFactory]; [GrpcContextKeys; GrpcUtils]; [RoundRobinDemuxRoutingStrategy]. LCC (Lack of Component Cohesion) = 0.47
sitewhere-2.0.0-cb30939,com.sitewhere.grpc.client.common.tracing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ActiveSpanSource; ClientTracingInterceptor; ClientTracingInterceptor.Builder; OpenTracingContextKey; OperationNameConstructor; ServerTracingInterceptor; ServerTracingInterceptor.Builder]; [ClientTracingInterceptor.ClientRequestAttribute]; [DebugParameter]; [ServerTracingInterceptor.ServerRequestAttribute]. LCC (Lack of Component Cohesion) = 0.4
sitewhere-2.0.0-cb30939,com.sitewhere.grpc.client.event,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.grpc.client.common.converter
sitewhere-2.0.0-cb30939,com.sitewhere.grpc.client.event,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BlockingDeviceEventManagement; BlockingStreamListObserver; BlockingStreamObserver]; [DeviceEventManagementApiChannel; DeviceEventManagementGrpcChannel; EventModelConverter; EventModelMarshaler]; [DeviceEventManagementApiDemux]. LCC (Lack of Component Cohesion) = 0.38
sitewhere-2.0.0-cb30939,com.sitewhere.grpc.client.spi.client,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IAssetManagementApiChannel]; [IAssetManagementApiDemux]; [IBatchManagementApiChannel]; [IBatchManagementApiDemux]; [IDeviceEventManagementApiChannel]; [IDeviceEventManagementApiDemux]; [IDeviceManagementApiChannel]; [IDeviceManagementApiDemux]; [IDeviceStateApiChannel]; [IDeviceStateApiDemux]; [ILabelGenerationApiChannel]; [ILabelGenerationApiDemux]; [IMicroserviceManagementApiChannel]; [IMicroserviceManagementApiDemux]; [IScheduleManagementApiChannel]; [IScheduleManagementApiDemux]; [ITenantManagementApiChannel]; [ITenantManagementApiDemux]; [IUserManagementApiChannel]; [IUserManagementApiDemux]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-2.0.0-cb30939,com.sitewhere.grpc.client.tenant,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CachedTenantManagementApiChannel; TenantManagementApiChannel; TenantManagementCacheProviders; TenantManagementGrpcChannel; TenantModelConverter; TenantModelMarshaler]; [TenantManagementApiDemux]; [TenantManagementCacheProviders.TenantByTokenCache]; [TenantManagementCacheProviders.TenantByIdCache]. LCC (Lack of Component Cohesion) = 0.44
sitewhere-2.0.0-cb30939,com.sitewhere.grpc.client.user,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CachedUserManagementApiChannel; UserManagementApiChannel; UserManagementCacheProviders; UserManagementGrpcChannel; UserModelConverter]; [UserManagementApiDemux]; [UserManagementCacheProviders.UserByTokenCache]; [UserManagementCacheProviders.GrantedAuthorityByTokenCache]. LCC (Lack of Component Cohesion) = 0.5
sitewhere-2.0.0-cb30939,com.sitewhere.microservice.configuration,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConfigurableMicroservice; ConfigurationMonitor]; [ConfigurationMonitor.ConfigurationAdded]; [ConfigurationMonitor.ConfigurationUpdated]; [ConfigurationMonitor.ConfigurationDeleted]; [ConfigurationMonitor.ConfigurationUpdateThreadFactory]; [TenantPathInfo]. LCC (Lack of Component Cohesion) = 0.86
sitewhere-2.0.0-cb30939,com.sitewhere.microservice,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GlobalMicroservice]; [Microservice; MicroserviceMessages]; [Microservice.Heartbeat]; [Microservice.MicroserviceOperationsThreadFactory]; [Microservice.MicroserviceHeartbeatThreadFactory]; [MicroserviceAnalytics]; [MicroserviceApplication]; [MicroserviceApplication.StartMicroservice]; [MicroserviceApplication.StopMicroservice]; [MicroserviceApplication.MicroserviceThreadFactory]; [MicroserviceConfiguration]; [MicroserviceEnvironment]. LCC (Lack of Component Cohesion) = 0.92
sitewhere-2.0.0-cb30939,com.sitewhere.microservice.grpc,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GrpcServer; JwtServerInterceptor; MultitenantGrpcServer; TenantTokenServerInterceptor]; [GrpcServer.GrpcServerThreadFactory]; [MultitenantManagementImpl]. LCC (Lack of Component Cohesion) = 0.5
sitewhere-2.0.0-cb30939,com.sitewhere.microservice.kafka,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DirectKafkaConsumer; MicroserviceKafkaConsumer]; [KafkaTopicNaming]; [MicroserviceKafkaConsumer.MessageConsumer]; [MicroserviceKafkaConsumer.MicroserviceConsumerThreadFactory]; [MicroserviceKafkaProducer]. LCC (Lack of Component Cohesion) = 0.83
sitewhere-2.0.0-cb30939,com.sitewhere.microservice.multitenant,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.microservice.configuration
sitewhere-2.0.0-cb30939,com.sitewhere.microservice.scripting,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InstanceScriptSynchronizer; ScriptSynchronizer; TenantEngineScriptSynchronizer]; [ScriptCloneRequest]; [ScriptCreateRequest]; [ScriptMetadata; ZookeeperScriptManagement; ScriptVersion]; [ScriptTemplateManager]; [TenantEngineScriptManager]. LCC (Lack of Component Cohesion) = 0.6
sitewhere-2.0.0-cb30939,com.sitewhere.microservice.security,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InvalidJwtException]; [JwtExpiredException]; [SystemUser]; [SystemUserCallable]; [SystemUserRunnable]; [TokenManagement; TokenManagementTest]. LCC (Lack of Component Cohesion) = 0.86
