Project Name,Package Name,Architecture Smell,Cause of the Smell
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.configuration.extractors,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.commands.configuration.extractors; com.sitewhere.commands.configuration.destinations; com.sitewhere.commands.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.configuration.extractors,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.commands.configuration.destinations
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.configuration.router,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.commands.configuration.router; com.sitewhere.commands.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.commands.manager; com.sitewhere.commands.configuration.destinations
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.commands.manager; com.sitewhere.commands.configuration; com.sitewhere.commands.configuration.destinations
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.spi,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CommandEncodeException]; [ICommandDeliveryParameterExtractor; ICommandDestination; ICommandExecutionEncoder; ICommandDeliveryProvider]; [ICommandDestinationsManager]; [ICommandExecutionBuilder]; [ICommandProcessingStrategy; ICommandTargetResolver]; [IOutboundCommandRouter]. LCC (Lack of Component Cohesion) = 0.6
sitewhere-3.0.0-fc6441d,com.sitewhere.registration.configuration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.registration.configuration; com.sitewhere.registration
sitewhere-3.0.0-fc6441d,com.sitewhere.registration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.registration; com.sitewhere.registration.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.registration,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.registration.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.devicestate.configuration,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.devicestate.persistence.rdb
sitewhere-3.0.0-fc6441d,com.sitewhere.devicestate.kafka,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.devicestate.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.devicestate.kafka,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AggregatedDeviceState; AggregatedDeviceStateSerde; DeviceStateAggregator; DeviceStatePersistenceMapper; DeviceStatePersistenceMapper.PersistenceOperation; DeviceStatePipeline]; [AggregatedDeviceState.DeviceStateSerializer]; [AggregatedDeviceState.DeviceStateDeserializer]. LCC (Lack of Component Cohesion) = 0.38
sitewhere-3.0.0-fc6441d,com.sitewhere.event.configuration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.event.configuration; com.sitewhere.event.configuration.providers
sitewhere-3.0.0-fc6441d,com.sitewhere.event.configuration.providers,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.event.configuration.providers; com.sitewhere.event.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.event.kafka,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EventPersistenceMapper; EventPersistencePipeline]; [EventPersistenceMapper.PersistenceProcessor]; [KafkaEventPersistenceTriggers]; [OutboundCommandInvocationsProducer]; [OutboundEventsProducer]. LCC (Lack of Component Cohesion) = 0.83
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.activemq,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ActiveMqBrokerEventReceiver]; [ActiveMqBrokerEventReceiver.ConsumersThreadFactory]; [ActiveMqBrokerEventReceiver.Consumer]; [ActiveMqClientEventReceiver]; [ActiveMqClientEventReceiver.ConsumersThreadFactory]; [ActiveMqClientEventReceiver.Consumer]. LCC (Lack of Component Cohesion) = 1.0
sitewhere-3.0.0-fc6441d,com.sitewhere.sources,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinaryInboundEventSource; InboundEventSource; StringInboundEventSource; DecodedDeviceRequest; DecodedInboundEventSource]; [DecodedInboundEventSource.NoOpDecoder]; [EventSourcesApplication]; [InboundEventReceiver; PollingInboundEventReceiver]; [PollingInboundEventReceiver.Poller]; [EventsHelper; EventSourceTests; SocketTests]; [EventSourceTests.JmsTester]. LCC (Lack of Component Cohesion) = 0.5
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.configuration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.sources.configuration; com.sitewhere.sources.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.configuration,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.sources.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.configuration,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DecoderGenericConfiguration; EventSourceGenericConfiguration]; [EventSourcesConfiguration; EventSourcesModule]; [EventSourcesTenantConfiguration; EventSourcesTenantEngineModule]. LCC (Lack of Component Cohesion) = 0.5
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.decoder.composite,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinaryCompositeDeviceEventDecoder; BinaryDeviceContext; CompositeDeviceEventDecoder]; [BinaryMessageMetadata]; [DeviceTypeDecoderChoice]; [ScriptedMessageMetadataExtractor]. LCC (Lack of Component Cohesion) = 0.67
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.manager,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.sources.manager; com.sitewhere.sources.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.socket,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinarySocketInboundEventReceiver; ReadAllInteractionHandler; SocketInboundEventReceiver]; [HttpInteractionHandler]; [HttpInteractionHandler.Factory]; [ReadAllInteractionHandler.Factory]; [ScriptedSocketInteractionHandler]; [ScriptedSocketInteractionHandler.Factory]; [SocketInboundEventReceiver.ServerProcessingThread]; [SocketInboundEventReceiver.RequestProcessingThread]. LCC (Lack of Component Cohesion) = 0.8
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.spi,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EventDecodeException; IDeviceEventDecoder; IInboundEventSource; ICompositeDeviceEventDecoder; IDecodedDeviceRequest; IDeviceEventDeduplicator; IDeviceEventEncoder; IEventSourcesManager; IInboundEventReceiver]; [ICompositeDeviceEventDecoder.IDecoderChoice]; [ICompositeDeviceEventDecoder.IMessageMetadata]; [ICompositeDeviceEventDecoder.IDeviceContext]; [ICompositeDeviceEventDecoder.IMessageMetadataExtractor]. LCC (Lack of Component Cohesion) = 0.38
sitewhere-3.0.0-fc6441d,com.sitewhere.sources.websocket,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinaryWebSocketEventReceiver; WebSocketEventReceiver; BinaryWebSocketEventReceiver.BinaryWebSocketClient; StringWebSocketEventReceiver; StringWebSocketEventReceiver.StringWebSocketClient]; [WebSocketEventReceiver.WebSocketConfigurator]; [BinarySender; WebSocketConfiguration; StringSender]; [WebSocketServerTest]. LCC (Lack of Component Cohesion) = 0.4
sitewhere-3.0.0-fc6441d,com.sitewhere.inbound.kafka,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DecodedEventsPipeline; DeviceAssignmentsLookupMapper; DeviceLookupMapper; InboundEventContext; PreprocessedEventMapper; DeviceAssignmentsLookupMapper.DeviceAssignmentsLookupProcessor]; [DecodedEventsPipeline.InboundEventsTopicWaiter]; [DecodedEventsPipeline.UnregisteredDeviceTopicWaiter]; [DeviceLookupMapper.DeviceLookupProcessor]. LCC (Lack of Component Cohesion) = 0.44
sitewhere-3.0.0-fc6441d,com.sitewhere.web.rest.controllers,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Areas; Assignments; Customers; Devices]; [AreaTypes]; [Assets]; [AssetTypes]; [Authorities]; [BatchOperations]; [CommandInvocations]; [CustomerTypes]; [DeviceCommands]; [DeviceEvents]; [DeviceGroups]; [DeviceStates]; [DeviceStatuses]; [DeviceTypes]; [ExternalSearch]; [Instance]; [Roles]; [ScheduledJobs]; [Schedules]; [System]; [Tenants]; [Users]; [Zones]. LCC (Lack of Component Cohesion) = 0.88
sitewhere-3.0.0-fc6441d,com.sitewhere.labels.configuration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.labels.configuration; com.sitewhere.labels.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.labels.configuration,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.labels.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.labels.manager,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.labels.manager; com.sitewhere.labels.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.configuration.connector,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.configuration.connector; com.sitewhere.connectors.configuration; com.sitewhere.connectors.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.configuration.connector,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.configuration.connector; com.sitewhere.connectors.configuration; com.sitewhere.connectors.manager; com.sitewhere.connectors.mqtt
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.configuration.connector,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.connectors.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.configuration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.configuration; com.sitewhere.connectors.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.configuration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.configuration; com.sitewhere.connectors.manager; com.sitewhere.connectors.configuration.connector
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.configuration,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.configuration; com.sitewhere.connectors.manager; com.sitewhere.connectors.mqtt; com.sitewhere.connectors.configuration.connector
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.configuration,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.sitewhere.connectors.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.manager,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.manager; com.sitewhere.connectors.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.manager,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.manager; com.sitewhere.connectors.configuration.connector; com.sitewhere.connectors.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.manager,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.manager; com.sitewhere.connectors.mqtt; com.sitewhere.connectors.configuration.connector; com.sitewhere.connectors.configuration
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.mqtt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.sitewhere.connectors.mqtt; com.sitewhere.connectors.configuration.connector; com.sitewhere.connectors.configuration; com.sitewhere.connectors.manager
sitewhere-3.0.0-fc6441d,com.sitewhere.connectors.spi,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IDeviceEventFilter]; [IFilteredOutboundConnector; IOutboundConnector; ISerialOutboundConnector; IMulticastingOutboundConnector]; [IOutboundConnectorsManager]. LCC (Lack of Component Cohesion) = 0.5
