Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
trainticket-0.2.0-e5ae0c3,cancel.controller,CancelControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,config.controller,ConfigControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,consignprice.controller,ConsignPriceControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,consign.controller,ConsignControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,contacts.controller,ContactsControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,execute.controller,ExecuteControlllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,food.controller,FoodStoreControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,food.controller,TrainFoodControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,inside_payment.controller,InsidePaymentControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,inside_payment.service,InsidePaymentServiceImplTest,testInitPayment1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,inside_payment.service,InsidePaymentServiceImplTest,testInitPayment2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,notification.controller,NotificationControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,other.controller,OrderOtherControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,other.service,OrderOtherServiceImplTest,testInitOrder1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,other.service,OrderOtherServiceImplTest,testInitOrder2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,order.controller,OrderControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,order.service,OrderServiceImplTest,testInitOrder1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,order.service,OrderServiceImplTest,testInitOrder2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,com.trainticket.controller,PaymentControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,com.trainticket.service,PaymentServiceImplTest,testInitPayment1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,com.trainticket.service,PaymentServiceImplTest,testInitPayment2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,preserveOther.controller,PreserveOtherControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,preserve.controller,PreserveControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,price.controller,PriceControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,rebook.controller,RebookControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,plan.controller,RoutePlanControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,route.controller,RouteControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,seat.controller,SeatControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,security.controller,SecurityControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,ticketinfo.controller,TicketInfoControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,train.controller,TrainControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,travelplan.controller,TravelPlanControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,travel.controller,TravelControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,travel2.controller,Travel2ControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,user.controller,UserControllerTest,testHome,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,user.service,UserServiceImplTest,testDeleteUserAuth,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,verifycode.controller,VerifyCodeControllerTest,testImageCode,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
trainticket-0.2.0-e5ae0c3,verifycode.service,VerifyCodeServiceImplTest,testGetImageCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
