Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,toString,Long Statement,The length of the statement "return "[Trace: " + traceIdString() + "` Span: "+ idToHex(this.spanId)+ "` Parent: "+ getParentIdIfPresent()+ "` exportable:"+ this.exportable+ "]";" is 148.,413
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,hashCode,Magic Number,The method contains a magic number: 1000003,423
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,hashCode,Magic Number,The method contains a magic number: 32,423
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,hashCode,Magic Number,The method contains a magic number: 1000003,423
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,hashCode,Magic Number,The method contains a magic number: 32,423
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,hashCode,Magic Number,The method contains a magic number: 1000003,423
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,hashCode,Magic Number,The method contains a magic number: 32,423
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Item,hashCode,Magic Number,The method contains a magic number: 1000003,423
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Log,hashCode,Magic Number,The method contains a magic number: 1000003,47
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Log,hashCode,Magic Number,The method contains a magic number: 32,47
trainticket-0.0.2-228066f,org.myproject.ms.monitoring,Log,hashCode,Magic Number,The method contains a magic number: 1000003,47
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,LCTCall,LCTCall,Long Parameter List,The method has 5 parameters. ,26
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,LCTCall,startSpan,Long Statement,The length of the statement "getTracer().addTag(this.traceKeys.getAsync().getPrefix() + this.traceKeys.getAsync().getThreadNameKey()`Thread.currentThread().getName());" is 138.,43
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,LCTRun,LCTRun,Long Parameter List,The method has 5 parameters. ,24
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,LCTRun,startSpan,Long Statement,The length of the statement "getTracer().addTag(this.traceKeys.getAsync().getPrefix() + this.traceKeys.getAsync().getThreadNameKey()`Thread.currentThread().getName());" is 138.,41
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,SCTCall,SCTCall,Long Parameter List,The method has 5 parameters. ,24
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,SCTRun,SCTRun,Long Parameter List,The method has 5 parameters. ,22
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,TAAsp,traceBackgroundThread,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getAsync().getPrefix() + this.traceKeys.getAsync().getClassNameKey()`pjp.getTarget().getClass().getSimpleName());" is 147.,35
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,TAAsp,traceBackgroundThread,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getAsync().getPrefix() + this.traceKeys.getAsync().getMethodNameKey()`pjp.getSignature().getName());" is 134.,35
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.async,TEServ,TEServ,Long Parameter List,The method has 5 parameters. ,39
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.msg,HBMExtra,extractSpanFromHeaders,Long Statement,The length of the statement "spanBuilder=spanBuilder.traceIdHigh(traceId.length() == 32 ? Item.hexToId(traceId`0) : 0).traceId(Item.hexToId(traceId)).spanId(Item.hexToId(carrier.get(TMHead.SPAN_ID_NAME)));" is 176.,36
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.msg,HBMExtra,extractSpanFromHeaders,Magic Number,The method contains a magic number: 32,36
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.msg,HBMInject,addPayloadAnnotations,Long Statement,The length of the statement "tagIfEntryMissing(span`traceKeys.getMessage().getPayload().getType()`map.get(traceKeys.getMessage().getPayload().getType()));" is 125.,75
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.msg,HBMInject,addPayloadAnnotations,Long Statement,The length of the statement "tagIfEntryMissing(span`traceKeys.getMessage().getPayload().getSize()`map.get(traceKeys.getMessage().getPayload().getSize()));" is 125.,75
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.msg,TSIAConf,traceChannelInterceptor,Long Parameter List,The method has 5 parameters. ,29
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.rest,SHCStra,logCurrentStateOfHysrixPlugins,Long Statement,The length of the statement "log.debug("Current Hystrix plugins configuration is [" + "concurrencyStrategy [" + this.delegate + "]`"+ "eventNotifier ["+ eventNotifier+ "]`"+ "metricPublisher ["+ metricsPublisher+ "]`"+ "propertiesStrategy ["+ propertiesStrategy+ "]`"+ "]");" is 245.,64
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.rest,TComm,run,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getHystrix().getPrefix() + this.traceKeys.getHystrix().getCommandKey()`commandKeyName);" is 121.,27
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.rest,TComm,run,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getHystrix().getPrefix() + this.traceKeys.getHystrix().getCommandGroup()`getCommandGroup().name());" is 133.,27
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.rest,TComm,run,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getHystrix().getPrefix() + this.traceKeys.getHystrix().getThreadPoolKey()`getThreadPoolKey().name());" is 135.,27
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.schedl,TSAspect,traceBackgroundThread,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getAsync().getPrefix() + this.traceKeys.getAsync().getClassNameKey()`pjp.getTarget().getClass().getSimpleName());" is 147.,31
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.schedl,TSAspect,traceBackgroundThread,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getAsync().getPrefix() + this.traceKeys.getAsync().getMethodNameKey()`pjp.getSignature().getName());" is 134.,31
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,ATHRInter,addRequestTags,Long Statement,The length of the statement "this.keysInjector.addRequestTags(request.getURI().toString()`request.getURI().getHost()`request.getURI().getPath()`request.getMethod().name()`request.getHeaders());" is 164.,54
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TACHRFW,TACHRFW,Long Statement,The length of the statement "this.syncDelegate=asyncDelegate instanceof ClientHttpRequestFactory ? (ClientHttpRequestFactory)asyncDelegate : defaultClientHttpRequestFactory();" is 146.,28
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TACHRFW,TACHRFW,Long Identifier,The length of the identifier simpleClientHttpRequestFactory is 30.,39
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TACHRFW,TACHRFW,Long Parameter List,The method has 5 parameters. ,47
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TACHRFW,defaultClientHttpRequestFactory,Long Identifier,The length of the identifier simpleClientHttpRequestFactory is 30.,57
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TARTemp,doExecute,Long Statement,The length of the statement "future.addCallback(new TraceSuccessCallback<>(TARTemp.this.tracer`span`successCallback)`new TraceFailureCallback(TARTemp.this.tracer`span`failureCallback));" is 156.,63
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TARTemp,addCallback,Long Statement,The length of the statement "future.addCallback(new TraceSuccessCallback<>(TARTemp.this.tracer`span`successCallback)`new TraceFailureCallback(TARTemp.this.tracer`span`failureCallback));" is 156.,102
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TWACAConf,traceAsyncClientHttpRequestFactory,Long Statement,The length of the statement "asyncClientFactory=clientFactory instanceof AsyncClientHttpRequestFactory ? (AsyncClientHttpRequestFactory)clientFactory : defaultClientHttpRequestFactory(this.tracer);" is 168.,39
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web.client,TWACAConf,defaultClientHttpRequestFactory,Long Identifier,The length of the identifier simpleClientHttpRequestFactory is 30.,53
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,HTKInject,addRequestTags,Long Parameter List,The method has 5 parameters. ,32
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,HTKInject,addRequestTags,Long Parameter List,The method has 5 parameters. ,45
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,TFilter,Long Parameter List,The method has 5 parameters. ,67
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,TFilter,Long Parameter List,The method has 6 parameters. ,74
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,doFilter,Long Statement,The length of the statement "boolean skip=this.skipPattern.matcher(uri).matches() || Item.SPAN_NOT_SAMPLED.equals(ServletUtils.getHeader(request`response`Item.SAMPLED_NAME));" is 145.,85
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,processErrorRequest,Long Identifier,The length of the field TRACE_ERROR_HANDLED_REQUEST_ATTR is 32.,141
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,createSpanIfRequestNotHandled,Long Statement,The length of the statement "log.debug("The request with uri [" + request.getRequestURI() + "] hasn't been handled by any of Sleuth's components. "+ "That means that most likely you're using custom HandlerMappings and didn't add Sleuth's TraceHandlerInterceptor. "+ "Sleuth will create a span to ensure that the graph of calls remains valid in Zipkin");" is 324.,168
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,detachOrCloseSpans,Complex Conditional,The conditional expression shouldCloseSpan(request) && this.tracer.isTracing() && stillTracingCurrentSapn(span) is complex.,186
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,detachOrCloseSpans,Complex Method,Cyclomatic complexity of the method is 12,186
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,errorAlreadyHandled,Long Identifier,The length of the field TRACE_ERROR_HANDLED_REQUEST_ATTR is 32.,258
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,createSpan,Complex Method,Cyclomatic complexity of the method is 10,280
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,addResponseTags,Complex Conditional,The conditional expression httpStatus >= 100 && (httpStatus < 200) || (httpStatus > 399) is complex.,342
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,addResponseTags,Long Statement,The length of the statement "this.tracer.addTag(this.traceKeys.getHttp().getStatusCode()`String.valueOf(HttpServletResponse.SC_INTERNAL_SERVER_ERROR));" is 122.,342
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,addResponseTags,Magic Number,The method contains a magic number: 100,342
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,addResponseTags,Magic Number,The method contains a magic number: 200,342
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TFilter,addResponseTags,Magic Number,The method contains a magic number: 399,342
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,THInter,afterConcurrentHandlingStarted,Long Statement,The length of the statement "log.debug("Closing the span " + spanFromRequest + " and detaching its parent "+ rootSpanFromRequest+ " since the request is asynchronous");" is 139.,91
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TSDBPProcess,postProcessBeforeInitialization,Long Statement,The length of the statement "log.debug("Wrapping bean [" + beanName + "] of type ["+ bean.getClass().getSimpleName()+ "] in its trace representation");" is 122.,29
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TWAConf,traceFilter,Long Parameter List,The method has 6 parameters. ,71
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,TWAsp,markRequestForSpanClosing,Long Parameter List,The method has 5 parameters. ,96
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,ZHSExtra,spanId,Long Statement,The length of the statement "log.debug("Request is missing a span id but it has a trace id. We'll assume that this is " + "a root span with span id equal to the lower 64-bits of the trace id");" is 164.,59
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,ZHSExtra,buildParentSpan,Complex Method,Cyclomatic complexity of the method is 8,72
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,ZHSExtra,buildParentSpan,Long Statement,The length of the statement "Item.SpanBuilder span=Item.builder().traceIdHigh(traceId.length() == 32 ? Item.hexToId(traceId`0) : 0).traceId(Item.hexToId(traceId)).spanId(spanId);" is 149.,72
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.instrument.web,ZHSExtra,buildParentSpan,Magic Number,The method contains a magic number: 32,72
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.spl,PBSamp,PBSamp,Magic Number,The method contains a magic number: 100.0f,17
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.spl,PBSamp,PBSamp,Magic Number,The method contains a magic number: 100,17
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.spl,PBSamp,isSampled,Magic Number,The method contains a magic number: 100,23
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.spl,PBSamp,isSampled,Magic Number,The method contains a magic number: 99,23
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,DChainer,Long Parameter List,The method has 5 parameters. ,44
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,DChainer,Long Parameter List,The method has 6 parameters. ,50
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,DChainer,Long Parameter List,The method has 6 parameters. ,56
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,DChainer,Long Parameter List,The method has 7 parameters. ,61
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,detach,Long Statement,The length of the statement "ExceptionUtils.warn("Tried to detach trace span but " + "it is not the current span: " + span + ". You may have forgotten to close or detach "+ cur);" is 149.,108
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,close,Long Statement,The length of the statement "ExceptionUtils.warn("Tried to close span but it is not the current span: " + span + ". You may have forgotten to close or detach "+ cur);" is 137.,131
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,createChild,Long Statement,The length of the statement "Item span=Item.builder().name(shortenedName).traceIdHigh(this.traceId128 ? createId() : 0L).traceId(id).spanId(id).build();" is 123.,164
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,createChild,Long Statement,The length of the statement "Item span=Item.builder().name(shortenedName).traceIdHigh(parent.getTraceIdHigh()).traceId(parent.getTraceId()).parent(parent.getSpanId()).spanId(id).processId(parent.getProcessId()).savedSpan(parent).exportable(parent.isExportable()).baggage(parent.getBaggage()).build();" is 271.,164
trainticket-0.0.2-228066f,org.myproject.ms.monitoring.trace,DChainer,sampledSpan,Long Statement,The length of the statement "return Item.builder().begin(span.getBegin()).traceIdHigh(span.getTraceIdHigh()).traceId(span.getTraceId()).spanId(span.getSpanId()).name(span.getName()).exportable(false).build();" is 179.,192
trainticket-0.0.2-228066f,com.springsource.open.foo,ListenerApplication,jmsTemplate,Magic Number,The method contains a magic number: 200,29
trainticket-0.0.2-228066f,com.springsource.open.foo.async,AbstractAsynchronousMessageTriggerTests,waitForMessages,Magic Number,The method contains a magic number: 2,62
trainticket-0.0.2-228066f,com.springsource.open.foo.async,AbstractAsynchronousMessageTriggerTests,waitForMessages,Magic Number,The method contains a magic number: 30,62
trainticket-0.0.2-228066f,com.springsource.open.foo.async,AbstractAsynchronousMessageTriggerTests,waitForMessages,Magic Number,The method contains a magic number: 100,62
trainticket-0.0.2-228066f,com.springsource.open.foo.async,AbstractAsynchronousMessageTriggerTests,waitForMessages,Magic Number,The method contains a magic number: 2000,62
trainticket-0.0.2-228066f,com.springsource.open.foo.async,AbstractAsynchronousMessageTriggerTests,waitForMessages,Magic Number,The method contains a magic number: 2,62
trainticket-0.0.2-228066f,com.springsource.open.foo.async,AsynchronousMessageTriggerAndPartialRollbackTests,checkPostConditions,Magic Number,The method contains a magic number: 2,20
trainticket-0.0.2-228066f,com.springsource.open.foo.async,AsynchronousMessageTriggerSunnyDayTests,checkPostConditions,Magic Number,The method contains a magic number: 2,20
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerAndPartialRollbackTests,checkPostConditions,Magic Number,The method contains a magic number: 2,55
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerAndPartialRollbackTests,checkPostConditions,Magic Number,The method contains a magic number: 2,55
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerAndPartialRollbackTests,testReceiveMessageUpdateDatabase,Magic Number,The method contains a magic number: 2,66
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerAndPartialRollbackTests,testReceiveMessageUpdateDatabase,Magic Number,The method contains a magic number: 2,66
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerAndRollbackTests,checkPostConditions,Magic Number,The method contains a magic number: 2,49
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerAndRollbackTests,testReceiveMessageUpdateDatabase,Magic Number,The method contains a magic number: 2,58
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerAndRollbackTests,testReceiveMessageUpdateDatabase,Magic Number,The method contains a magic number: 2,58
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerSunnyDayTests,checkPostConditions,Magic Number,The method contains a magic number: 2,50
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerSunnyDayTests,testReceiveMessageUpdateDatabase,Magic Number,The method contains a magic number: 2,59
trainticket-0.0.2-228066f,com.springsource.open.foo.sync,SynchronousMessageTriggerSunnyDayTests,testReceiveMessageUpdateDatabase,Magic Number,The method contains a magic number: 2,59
trainticket-0.0.2-228066f,com.springsource.open.foo.test,MessagingTests,onSetUp,Magic Number,The method contains a magic number: 100L,26
trainticket-0.0.2-228066f,com.springsource.open.foo.test,MessagingTests,testMessaging,Magic Number,The method contains a magic number: 2,34
trainticket-0.0.2-228066f,sample.atomikos,SampleAtomikosApplication,main,Magic Number,The method contains a magic number: 100,14
trainticket-0.0.2-228066f,sample.atomikos,SampleAtomikosApplicationTests,testTransactionRollback,Magic Number,The method contains a magic number: 2,19
trainticket-0.0.2-228066f,adminbasic.config,SecurityConfig,corsConfigurer,Long Statement,The length of the statement "registry.addMapping("/**").allowedOrigins(ALL).allowedMethods(ALL).allowedHeaders(ALL).allowCredentials(false).maxAge(3600);" is 124.,32
trainticket-0.0.2-228066f,adminbasic.config,SecurityConfig,corsConfigurer,Magic Number,The method contains a magic number: 3600,32
trainticket-0.0.2-228066f,adminbasic.config,SecurityConfig,addCorsMappings,Long Statement,The length of the statement "registry.addMapping("/**").allowedOrigins(ALL).allowedMethods(ALL).allowedHeaders(ALL).allowCredentials(false).maxAge(3600);" is 124.,43
trainticket-0.0.2-228066f,adminbasic.config,SecurityConfig,addCorsMappings,Magic Number,The method contains a magic number: 3600,43
